time,joy_delta,joy_speed,lqg_delta,lqg_speed,lqg_e_cg,lqg_e_cg_dot,lqg_theta_e,lqg_theta_e_dot,lqg_e_cg_hat,lqg_e_cg_dot_hat,lqg_theta_e_hat,lqg_theta_e_dot_hat,yaw,yaw_rate,vx,vy
75.171,0.0,0.0,-0.162,1.433,-0.12,-0.0,-0.004,1.118,-0.119,0.044,0.175,0.149,-2.682,-0.0,0.1,0.0
75.195,0.0,0.0,-0.205,1.241,-0.12,-0.0,-0.004,0.0,-0.118,0.052,0.209,0.175,-2.7,-0.0,0.1,0.0
75.305,0.0,0.0,-0.268,0.955,-0.118,-0.0,-0.004,0.0,-0.115,0.065,0.264,0.219,-2.68,-0.0,0.1,0.0
75.41,0.0,0.0,-0.375,0.474,-0.117,0.0,0.004,0.18,-0.114,0.087,0.355,0.289,-2.706,-0.0,0.1,0.0
75.451,0.0,0.0,-0.547,0.363,-0.117,0.0,0.004,0.0,-0.112,0.134,0.555,0.444,-2.691,-0.0,0.1,0.0
75.585,0.0,0.0,-0.923,0.363,-0.119,-0.0,-0.004,-0.18,-0.109,0.316,1.32,1.043,-2.684,-0.0,0.1,0.0
75.627,0.0,0.0,-2.359,0.363,-0.119,0.008,0.079,1.675,-0.146,-0.746,-3.118,-2.454,-2.687,-0.0,0.1,0.0
75.692,0.0,0.0,6.014,0.363,-0.118,0.0,0.005,-1.495,-0.124,-0.163,-0.679,-0.538,-2.693,-0.0,0.1,0.0
75.731,0.0,0.0,1.415,0.363,-0.118,0.0,0.005,0.0,-0.122,-0.092,-0.382,-0.304,-2.676,-0.0,0.1,0.0
75.764,0.0,0.0,0.854,0.363,-0.116,-0.0,-0.004,-0.18,-0.117,-0.065,-0.271,-0.214,-2.674,-0.0,0.1,0.0
75.833,0.0,0.0,0.639,0.363,-0.116,-0.0,-0.004,0.0,-0.118,-0.051,-0.212,-0.167,-2.656,-0.0,0.1,0.0
75.872,0.0,0.0,0.529,0.363,-0.118,-0.0,-0.004,0.0,-0.12,-0.042,-0.175,-0.139,-2.679,-0.0,0.1,0.0
75.973,0.0,0.0,0.463,0.363,-0.118,-0.0,-0.004,0.0,-0.119,-0.036,-0.152,-0.12,-2.688,-0.0,0.1,0.0
76.062,0.0,0.0,0.417,0.363,-0.119,0.003,0.032,0.723,-0.121,-0.032,-0.13,-0.107,-2.694,-0.0,0.1,0.0
76.104,0.0,0.0,0.381,0.45,-0.12,-0.0,-0.004,-0.723,-0.121,-0.029,-0.118,-0.097,-2.702,-0.0,0.1,0.0
76.217,0.0,0.0,0.359,0.546,-0.119,0.003,0.027,0.633,-0.12,-0.027,-0.106,-0.09,-2.681,-0.0,0.1,0.0
76.259,0.0,0.0,0.337,0.646,-0.119,0.003,0.027,0.0,-0.121,-0.025,-0.098,-0.086,-2.679,-0.0,0.1,0.0
76.29,0.0,0.0,0.323,0.711,-0.117,0.003,0.027,-0.009,-0.117,-0.023,-0.091,-0.08,-2.671,-0.0,0.1,0.0
76.412,0.0,0.0,0.307,0.783,-0.117,-0.0,-0.004,-0.624,-0.118,-0.022,-0.089,-0.077,-2.671,-0.0,0.1,0.0
76.44,0.0,0.0,0.302,0.806,-0.117,-0.0,-0.004,0.0,-0.118,-0.022,-0.087,-0.074,-2.7,-0.0,0.1,0.0
76.556,0.0,0.0,0.297,0.824,-0.117,0.004,0.036,0.808,-0.118,-0.022,-0.085,-0.076,-2.701,-0.0,0.1,0.0
76.659,0.0,0.0,0.297,0.828,-0.119,-0.0,-0.004,-0.808,-0.12,-0.022,-0.086,-0.076,-2.703,-0.0,0.1,0.0
76.69,0.0,0.0,0.3,0.812,-0.117,0.001,0.013,0.358,-0.117,-0.022,-0.086,-0.075,-2.718,-0.0,0.1,0.0
76.816,0.0,0.0,0.296,0.832,-0.117,-0.003,-0.032,-0.901,-0.119,-0.022,-0.089,-0.073,-2.699,-0.0,0.1,0.0
76.848,0.0,0.0,0.301,0.809,-0.117,-0.003,-0.032,0.0,-0.118,-0.022,-0.092,-0.071,-2.695,-0.0,0.1,0.0
76.987,0.0,0.0,0.303,0.8,-0.118,-0.0,-0.004,0.543,-0.119,-0.023,-0.097,-0.075,-2.734,-0.0,0.1,0.0
77.047,0.0,0.0,0.312,0.758,-0.115,0.004,0.04,0.885,-0.115,-0.025,-0.103,-0.082,-2.716,-0.0,0.1,0.0
77.069,0.0,0.0,0.321,0.716,-0.115,0.0,-0.0,-0.795,-0.116,-0.027,-0.112,-0.09,-2.743,-0.0,0.1,0.0
77.093,0.0,0.0,0.34,0.632,-0.115,0.0,-0.0,0.0,-0.116,-0.03,-0.123,-0.098,-2.733,-0.0,0.1,0.0
77.198,0.0,0.0,0.361,0.54,-0.116,-0.0,-0.004,-0.09,-0.118,-0.034,-0.139,-0.111,-2.734,-0.0,0.1,0.0
77.313,0.0,0.0,0.393,0.395,-0.118,0.003,0.027,0.624,-0.12,-0.041,-0.166,-0.136,-2.692,-0.0,0.1,0.0
77.341,0.0,0.0,0.448,0.363,-0.118,0.003,0.027,0.0,-0.12,-0.05,-0.205,-0.169,-2.691,-0.0,0.1,0.0
77.461,0.0,0.0,0.522,0.363,-0.118,0.001,0.009,-0.355,-0.12,-0.065,-0.265,-0.215,-2.726,-0.0,0.1,0.0
77.479,0.0,0.0,0.634,0.363,-0.118,0.001,0.009,0.0,-0.121,-0.092,-0.378,-0.304,-2.721,-0.0,0.1,0.0
77.615,0.0,0.0,0.848,0.363,-0.119,0.001,0.013,0.089,-0.125,-0.161,-0.667,-0.533,-2.716,-0.0,0.1,0.0
77.673,0.0,0.0,1.396,0.363,-0.119,0.001,0.013,0.0,-0.142,-0.641,-2.677,-2.113,-2.689,-0.0,0.1,0.0
77.702,0.0,0.0,5.186,0.363,-0.119,-0.0,-0.004,-0.358,-0.107,0.322,1.355,1.057,-2.686,-0.0,0.1,0.0
77.772,0.0,0.0,-2.417,0.363,-0.116,0.004,0.035,0.8,-0.11,0.133,0.562,0.434,-2.693,-0.0,0.1,0.0
77.807,0.0,0.0,-0.928,0.363,-0.116,0.004,0.035,0.0,-0.113,0.086,0.369,0.278,-2.678,-0.0,0.1,0.0
77.882,0.0,0.0,-0.558,0.363,-0.116,0.004,0.035,0.0,-0.113,0.065,0.281,0.207,-2.685,-0.0,0.1,0.0
77.975,0.0,0.0,-0.393,0.394,-0.118,0.004,0.044,0.174,-0.116,0.053,0.235,0.166,-2.681,-0.0,0.1,0.0
78.02,0.0,0.0,-0.299,0.817,-0.118,0.001,0.013,-0.616,-0.116,0.044,0.199,0.139,-2.739,-0.0,0.1,0.0
78.08,0.0,0.0,-0.233,1.116,-0.117,0.002,0.022,0.18,-0.116,0.039,0.176,0.121,-2.739,-0.0,0.1,0.0
78.164,0.0,0.0,-0.191,1.304,-0.117,0.002,0.022,0.0,-0.116,0.035,0.16,0.108,-2.72,-0.0,0.1,0.0
78.224,0.0,0.0,-0.16,1.445,-0.12,-0.006,-0.056,-1.565,-0.12,0.031,0.138,0.098,-2.714,-0.0,0.1,0.0
78.302,0.0,0.0,-0.119,1.625,-0.12,-0.006,-0.056,0.0,-0.119,0.029,0.122,0.094,-2.713,-0.0,0.1,0.0
78.382,0.0,0.0,-0.097,1.726,-0.12,-0.006,-0.056,0.0,-0.119,0.027,0.11,0.091,-2.702,-0.0,0.1,0.0
78.427,0.0,0.0,-0.078,1.811,-0.12,0.004,0.045,2.017,-0.118,0.026,0.109,0.085,-2.681,-0.0,0.1,0.0
78.464,0.0,0.0,-0.073,1.831,-0.118,-0.001,-0.009,-1.079,-0.117,0.026,0.106,0.084,-2.706,-0.0,0.1,0.0
78.542,0.0,0.0,-0.07,1.848,-0.118,-0.001,-0.009,0.0,-0.117,0.025,0.103,0.083,-2.701,-0.0,0.1,0.0
78.577,0.0,0.0,-0.065,1.871,-0.116,0.005,0.053,1.237,-0.114,0.025,0.105,0.08,-2.708,-0.0,0.1,0.0
78.619,0.0,0.0,-0.069,1.853,-0.116,0.005,0.053,0.0,-0.116,0.024,0.107,0.075,-2.698,-0.0,0.1,0.0
78.661,0.0,0.0,-0.066,1.864,-0.116,0.005,0.053,0.0,-0.115,0.024,0.109,0.072,-2.692,-0.0,0.1,0.0
78.704,0.0,0.0,-0.068,1.856,-0.118,0.0,-0.0,-1.057,-0.118,0.024,0.111,0.074,-2.693,-0.0,0.1,0.0
78.757,0.0,0.0,-0.069,1.851,-0.118,0.0,-0.0,0.0,-0.117,0.026,0.115,0.08,-2.68,-0.0,0.1,0.0
78.843,0.0,0.0,-0.08,1.804,-0.12,0.006,0.058,1.163,-0.12,0.025,0.119,0.076,-2.678,-0.0,0.1,0.0
78.875,0.0,0.0,-0.079,1.808,-0.121,0.0,0.004,-1.073,-0.12,0.027,0.127,0.084,-2.672,-0.0,0.1,0.0
78.961,0.0,0.0,-0.094,1.737,-0.121,0.0,0.004,0.0,-0.12,0.03,0.137,0.093,-2.66,-0.0,0.1,0.0
79.024,0.0,0.0,-0.115,1.645,-0.117,0.007,0.075,1.407,-0.114,0.032,0.147,0.098,-2.702,-0.0,0.1,0.0
79.058,0.0,0.0,-0.139,1.538,-0.117,0.007,0.075,0.0,-0.116,0.033,0.158,0.1,-2.702,-0.0,0.1,0.0
79.144,0.0,0.0,-0.152,1.479,-0.117,0.007,0.075,0.0,-0.115,0.036,0.175,0.108,-2.705,-0.0,0.1,0.0
79.185,0.0,0.0,-0.181,1.349,-0.119,0.0,0.005,-1.407,-0.118,0.045,0.212,0.138,-2.705,-0.0,0.1,0.0
79.213,0.0,0.0,-0.248,1.049,-0.119,0.0,0.005,0.0,-0.116,0.062,0.278,0.195,-2.698,-0.0,0.1,0.0
79.304,0.0,0.0,-0.377,0.467,-0.119,0.0,0.005,0.0,-0.115,0.095,0.413,0.303,-2.691,-0.0,0.1,0.0
79.348,0.0,0.0,-0.633,0.363,-0.116,0.004,0.044,0.796,-0.108,0.188,0.802,0.609,-2.687,-0.0,0.1,0.0
79.387,0.0,0.0,-1.37,0.363,-0.116,0.005,0.053,0.171,-0.249,-3.61,-15.094,-11.886,-2.686,-0.0,0.1,0.0
79.44,0.0,0.0,28.608,0.363,-0.116,0.005,0.053,0.0,-0.122,-0.154,-0.626,-0.519,-2.673,-0.0,0.1,0.0
79.487,0.0,0.0,1.328,0.363,-0.117,0.003,0.031,-0.433,-0.121,-0.078,-0.306,-0.268,-2.728,-0.0,0.1,0.0
79.61,0.0,0.0,0.727,0.363,-0.117,-0.001,-0.009,-0.804,-0.118,-0.055,-0.213,-0.189,-2.72,-0.0,0.1,0.0
79.64,0.0,0.0,0.545,0.363,-0.117,-0.001,-0.009,0.0,-0.118,-0.043,-0.166,-0.148,-2.719,-0.0,0.1,0.0
79.705,0.0,0.0,0.454,0.363,-0.117,0.004,0.035,0.89,-0.118,-0.034,-0.128,-0.12,-2.723,-0.0,0.1,0.0
79.758,0.0,0.0,0.384,0.435,-0.117,0.004,0.035,0.0,-0.118,-0.028,-0.104,-0.102,-2.723,-0.0,0.1,0.0
79.827,0.0,0.0,0.339,0.638,-0.118,0.0,-0.0,-0.71,-0.119,-0.025,-0.092,-0.091,-2.708,-0.0,0.1,0.0
79.869,0.0,0.0,0.318,0.732,-0.118,0.0,-0.0,0.0,-0.119,-0.023,-0.084,-0.082,-2.693,-0.0,0.1,0.0
79.917,0.0,0.0,0.3,0.814,-0.118,0.0,-0.0,0.0,-0.119,-0.021,-0.078,-0.075,-2.671,-0.0,0.1,0.0
80.004,0.0,0.0,0.287,0.87,-0.119,0.004,0.045,0.893,-0.12,-0.02,-0.069,-0.072,-2.701,-0.0,0.1,0.0
80.027,0.0,0.0,0.274,0.928,-0.119,0.004,0.045,0.0,-0.119,-0.019,-0.063,-0.069,-2.689,-0.0,0.1,0.0
80.095,0.0,0.0,0.263,0.978,-0.117,0.006,0.057,0.25,-0.117,-0.018,-0.057,-0.067,-2.69,-0.0,0.1,0.0
80.193,0.0,0.0,0.251,1.031,-0.117,0.006,0.057,0.0,-0.118,-0.017,-0.053,-0.068,-2.703,-0.0,0.1,0.0
80.27,0.0,0.0,0.248,1.047,-0.119,0.0,-0.0,-1.143,-0.12,-0.017,-0.054,-0.066,-2.678,-0.0,0.1,0.0
80.309,0.0,0.0,0.251,1.035,-0.117,0.003,0.027,0.543,-0.117,-0.017,-0.053,-0.064,-2.675,-0.0,0.1,0.0
80.387,0.0,0.0,0.244,1.064,-0.118,-0.0,-0.004,-0.633,-0.119,-0.017,-0.055,-0.062,-2.654,-0.0,0.1,0.0
80.415,0.0,0.0,0.248,1.048,-0.118,-0.0,-0.004,0.0,-0.118,-0.016,-0.057,-0.06,-2.641,-0.0,0.1,0.0
80.464,0.0,0.0,0.248,1.046,-0.118,-0.0,-0.004,0.0,-0.118,-0.016,-0.06,-0.06,-2.641,-0.0,0.1,0.0
80.488,0.0,0.0,0.251,1.031,-0.118,0.004,0.04,0.899,-0.119,-0.018,-0.063,-0.066,-2.677,-0.0,0.1,0.0
80.57,0.0,0.0,0.261,0.987,-0.117,0.004,0.044,0.077,-0.118,-0.02,-0.069,-0.072,-2.684,-0.0,0.1,0.0
80.608,0.0,0.0,0.272,0.938,-0.117,0.004,0.044,0.0,-0.118,-0.022,-0.077,-0.081,-2.674,-0.0,0.1,0.0
80.643,0.0,0.0,0.29,0.859,-0.117,0.004,0.044,0.0,-0.118,-0.025,-0.088,-0.092,-2.702,-0.0,0.1,0.0
80.693,0.0,0.0,0.312,0.759,-0.119,0.001,0.009,-0.706,-0.12,-0.028,-0.101,-0.101,-2.685,-0.0,0.1,0.0
80.825,0.0,0.0,0.337,0.645,-0.117,0.002,0.022,0.268,-0.117,-0.032,-0.119,-0.113,-2.68,-0.0,0.1,0.0
80.857,0.0,0.0,0.365,0.519,-0.117,0.002,0.023,0.006,-0.118,-0.039,-0.147,-0.136,-2.685,-0.0,0.1,0.0
80.929,0.0,0.0,0.421,0.363,-0.117,0.002,0.023,0.0,-0.118,-0.049,-0.191,-0.17,-2.67,-0.0,0.1,0.0
80.978,0.0,0.0,0.503,0.363,-0.119,-0.0,-0.004,-0.543,-0.122,-0.066,-0.264,-0.225,-2.667,-0.0,0.1,0.0
81.02,0.0,0.0,0.642,0.363,-0.119,-0.0,-0.004,0.0,-0.122,-0.104,-0.426,-0.349,-2.66,-0.0,0.1,0.0
81.072,0.0,0.0,0.943,0.363,-0.119,-0.0,-0.004,0.0,-0.129,-0.28,-1.162,-0.925,-2.656,-0.0,0.1,0.0
81.104,0.0,0.0,2.331,0.363,-0.119,0.0,-0.0,0.09,-0.106,0.365,1.536,1.197,-2.678,-0.0,0.1,0.0
81.166,0.0,0.0,-2.757,0.363,-0.119,0.0,-0.0,0.0,-0.115,0.109,0.463,0.355,-2.709,-0.0,0.1,0.0
81.208,0.0,0.0,-0.736,0.363,-0.117,-0.001,-0.009,-0.18,-0.114,0.064,0.269,0.207,-2.69,-0.0,0.1,0.0
81.252,0.0,0.0,-0.375,0.474,-0.117,-0.001,-0.009,0.0,-0.116,0.045,0.19,0.146,-2.715,-0.0,0.1,0.0
81.293,0.0,0.0,-0.226,1.147,-0.118,0.003,0.031,0.802,-0.117,0.036,0.157,0.116,-2.696,-0.0,0.1,0.0
81.411,0.0,0.0,-0.16,1.444,-0.115,0.001,0.013,-0.354,-0.112,0.031,0.132,0.099,-2.682,-0.0,0.1,0.0
81.441,0.0,0.0,-0.122,1.615,-0.115,0.001,0.013,0.0,-0.114,0.027,0.117,0.085,-2.697,-0.0,0.1,0.0
81.555,0.0,0.0,-0.088,1.767,-0.121,-0.006,-0.056,-1.385,-0.123,0.022,0.095,0.071,-2.701,-0.0,0.1,0.0
81.59,0.0,0.0,-0.039,1.985,-0.116,0.003,0.031,1.741,-0.112,0.022,0.091,0.07,-2.715,-0.0,0.1,0.0
81.712,0.0,0.0,-0.045,1.96,-0.117,-0.0,-0.004,-0.714,-0.117,0.019,0.083,0.063,-2.703,-0.0,0.1,0.0
81.732,0.0,0.0,-0.024,2.0,-0.117,-0.0,-0.004,0.0,-0.115,0.019,0.078,0.06,-2.716,-0.0,0.1,0.0
81.841,0.0,0.0,-0.018,2.0,-0.118,-0.002,-0.018,-0.268,-0.118,0.017,0.073,0.057,-2.704,-0.0,0.1,0.0
81.945,0.0,0.0,-0.005,2.0,-0.119,-0.0,-0.004,0.268,-0.118,0.017,0.07,0.055,-2.69,-0.0,0.1,0.0
82.086,0.0,0.0,-0.001,2.0,-0.117,-0.0,-0.004,0.0,-0.115,0.017,0.068,0.056,-2.693,-0.0,0.1,0.0
82.133,0.0,0.0,-0.003,2.0,-0.117,-0.0,-0.004,0.0,-0.116,0.017,0.068,0.055,-2.703,-0.0,0.1,0.0
82.167,0.0,0.0,0.001,2.0,-0.118,0.004,0.036,0.805,-0.118,0.016,0.069,0.051,-2.698,-0.0,0.1,0.0
82.215,0.0,0.0,0.003,2.0,-0.118,0.004,0.036,0.0,-0.117,0.016,0.071,0.049,-2.686,-0.0,0.1,0.0
82.257,0.0,0.0,0.002,2.0,-0.118,0.004,0.036,0.0,-0.117,0.015,0.072,0.047,-2.699,-0.0,0.1,0.0
82.34,0.0,0.0,0.001,2.0,-0.118,0.002,0.018,-0.358,-0.117,0.016,0.074,0.048,-2.691,-0.0,0.1,0.0
82.389,0.0,0.0,-0.002,2.0,-0.118,0.0,-0.0,-0.357,-0.117,0.017,0.078,0.052,-2.683,-0.0,0.1,0.0
82.421,0.0,0.0,-0.011,2.0,-0.118,0.0,-0.0,0.0,-0.117,0.018,0.083,0.057,-2.665,-0.0,0.1,0.0
82.497,0.0,0.0,-0.02,2.0,-0.118,0.001,0.009,0.179,-0.117,0.02,0.089,0.062,-2.662,-0.0,0.1,0.0
82.539,0.0,0.0,-0.032,2.0,-0.118,0.001,0.009,0.0,-0.117,0.022,0.097,0.069,-2.669,-0.0,0.1,0.0
82.596,0.0,0.0,-0.047,1.949,-0.118,0.003,0.027,0.355,-0.117,0.024,0.107,0.074,-2.675,-0.0,0.1,0.0
82.718,0.0,0.0,-0.065,1.869,-0.116,0.003,0.027,0.0,-0.114,0.027,0.122,0.085,-2.671,-0.0,0.1,0.0
82.74,0.0,0.0,-0.095,1.736,-0.116,0.003,0.027,0.0,-0.115,0.032,0.142,0.1,-2.692,-0.0,0.1,0.0
82.841,0.0,0.0,-0.131,1.572,-0.118,-0.0,-0.004,-0.624,-0.117,0.042,0.184,0.133,-2.681,-0.0,0.1,0.0
82.863,0.0,0.0,-0.207,1.231,-0.12,0.003,0.027,0.633,-0.118,0.057,0.252,0.184,-2.672,-0.0,0.1,0.0
82.915,0.0,0.0,-0.331,0.672,-0.12,0.003,0.027,0.0,-0.116,0.102,0.44,0.331,-2.665,-0.0,0.1,0.0
82.947,0.0,0.0,-0.686,0.363,-0.12,0.003,0.027,0.0,-0.097,0.631,2.653,2.068,-2.653,-0.0,0.1,0.0
83.079,0.0,0.0,-4.858,0.363,-0.116,0.002,0.022,-0.097,-0.119,-0.142,-0.587,-0.474,-2.685,-0.0,0.1,0.0
83.112,0.0,0.0,1.241,0.363,-0.116,0.002,0.022,0.0,-0.119,-0.062,-0.251,-0.212,-2.687,-0.0,0.1,0.0
83.159,0.0,0.0,0.612,0.363,-0.116,0.002,0.022,0.0,-0.117,-0.04,-0.155,-0.137,-2.708,-0.0,0.1,0.0
83.256,0.0,0.0,0.431,0.363,-0.12,0.004,0.04,0.35,-0.123,-0.029,-0.104,-0.102,-2.701,-0.0,0.1,0.0
83.392,0.0,0.0,0.345,0.611,-0.118,0.001,0.013,-0.529,-0.118,-0.023,-0.082,-0.082,-2.681,-0.0,0.1,0.0
83.42,0.0,0.0,0.296,0.831,-0.118,0.001,0.013,0.0,-0.119,-0.019,-0.067,-0.07,-2.679,-0.0,0.1,0.0
83.454,0.0,0.0,0.27,0.946,-0.118,0.001,0.013,0.0,-0.119,-0.017,-0.058,-0.061,-2.673,-0.0,0.1,0.0
83.553,0.0,0.0,0.25,1.037,-0.118,0.003,0.027,0.275,-0.119,-0.015,-0.049,-0.055,-2.72,-0.0,0.1,0.0
83.66,0.0,0.0,0.234,1.109,-0.117,-0.006,-0.057,-1.692,-0.117,-0.014,-0.052,-0.048,-2.719,-0.0,0.1,0.0
83.69,0.0,0.0,0.233,1.116,-0.117,0.003,0.031,1.773,-0.118,-0.013,-0.046,-0.046,-2.704,-0.0,0.1,0.0
83.822,0.0,0.0,0.223,1.161,-0.119,0.003,0.027,-0.08,-0.12,-0.012,-0.042,-0.045,-2.712,-0.0,0.1,0.0
83.846,0.0,0.0,0.22,1.174,-0.119,0.003,0.027,0.0,-0.119,-0.012,-0.038,-0.044,-2.732,-0.0,0.1,0.0
83.956,0.0,0.0,0.213,1.204,-0.116,0.003,0.03,0.06,-0.116,-0.011,-0.036,-0.041,-2.703,-0.0,0.1,0.0
84.075,0.0,0.0,0.204,1.244,-0.118,0.004,0.04,0.195,-0.119,-0.011,-0.034,-0.044,-2.742,-0.0,0.1,0.0
84.098,0.0,0.0,0.207,1.23,-0.119,0.007,0.067,0.544,-0.12,-0.012,-0.032,-0.048,-2.728,-0.0,0.1,0.0
84.251,0.0,0.0,0.208,1.226,-0.12,0.001,0.014,-1.072,-0.121,-0.012,-0.033,-0.048,-2.733,-0.0,0.1,0.0
84.324,0.0,0.0,0.211,1.214,-0.12,-0.0,-0.004,-0.361,-0.12,-0.012,-0.034,-0.046,-2.715,-0.0,0.1,0.0
84.396,0.0,0.0,0.211,1.214,-0.118,0.006,0.057,1.236,-0.117,-0.012,-0.035,-0.048,-2.713,-0.0,0.1,0.0
84.428,0.0,0.0,0.21,1.219,-0.118,0.006,0.057,0.0,-0.118,-0.014,-0.038,-0.055,-2.703,-0.0,0.1,0.0
84.467,0.0,0.0,0.22,1.172,-0.118,0.0,-0.0,-1.146,-0.119,-0.014,-0.042,-0.055,-2.706,-0.0,0.1,0.0
84.575,0.0,0.0,0.225,1.152,-0.118,0.0,-0.0,0.0,-0.119,-0.014,-0.046,-0.054,-2.69,-0.0,0.1,0.0
84.648,0.0,0.0,0.23,1.129,-0.12,0.004,0.045,0.893,-0.121,-0.017,-0.054,-0.065,-2.713,-0.0,0.1,0.0
84.708,0.0,0.0,0.25,1.038,-0.117,0.01,0.101,1.119,-0.117,-0.021,-0.068,-0.082,-2.713,-0.0,0.1,0.0
84.749,0.0,0.0,0.277,0.916,-0.117,0.01,0.101,0.0,-0.119,-0.028,-0.091,-0.108,-2.722,-0.0,0.1,0.0
84.856,0.0,0.0,0.327,0.69,-0.118,0.006,0.057,-0.869,-0.119,-0.035,-0.118,-0.131,-2.697,-0.0,0.1,0.0
84.888,0.0,0.0,0.379,0.455,-0.121,0.0,-0.0,-1.143,-0.124,-0.042,-0.15,-0.154,-2.688,-0.0,0.1,0.0
85.017,0.0,0.0,0.443,0.363,-0.116,0.002,0.023,0.45,-0.116,-0.054,-0.205,-0.189,-2.667,-0.0,0.1,0.0
85.064,0.0,0.0,0.531,0.363,-0.116,0.002,0.023,0.0,-0.12,-0.084,-0.331,-0.289,-2.701,-0.0,0.1,0.0
85.096,0.0,0.0,0.773,0.363,-0.116,0.001,0.013,-0.182,-0.123,-0.185,-0.756,-0.619,-2.697,-0.0,0.1,0.0
85.242,0.0,0.0,1.57,0.363,-0.115,0.0,-0.0,-0.268,-0.088,0.724,3.045,2.372,-2.708,-0.0,0.1,0.0
85.278,0.0,0.0,-5.6,0.363,-0.118,0.001,0.013,0.268,-0.115,0.12,0.52,0.387,-2.683,-0.0,0.1,0.0
85.303,0.0,0.0,-0.834,0.363,-0.118,0.001,0.013,0.0,-0.115,0.066,0.29,0.208,-2.678,-0.0,0.1,0.0
85.444,0.0,0.0,-0.403,0.363,-0.116,0.0,0.005,-0.178,-0.114,0.045,0.201,0.142,-2.692,-0.0,0.1,0.0
85.466,0.0,0.0,-0.241,1.079,-0.116,0.0,0.005,0.0,-0.115,0.035,0.156,0.108,-2.681,-0.0,0.1,0.0
85.487,0.0,0.0,-0.156,1.46,-0.116,0.0,0.005,0.0,-0.115,0.029,0.129,0.088,-2.681,-0.0,0.1,0.0
85.608,0.0,0.0,-0.106,1.687,-0.118,-0.0,-0.004,-0.18,-0.118,0.024,0.109,0.074,-2.701,-0.0,0.1,0.0
85.737,0.0,0.0,-0.065,1.868,-0.116,0.002,0.018,0.448,-0.115,0.022,0.098,0.067,-2.705,-0.0,0.1,0.0
85.761,0.0,0.0,-0.051,1.933,-0.117,0.005,0.053,0.699,-0.117,0.02,0.096,0.059,-2.72,-0.0,0.1,0.0
85.797,0.0,0.0,-0.039,1.986,-0.117,0.005,0.053,0.0,-0.116,0.019,0.094,0.054,-2.702,-0.0,0.1,0.0
85.906,0.0,0.0,-0.034,2.0,-0.118,-0.001,-0.009,-1.239,-0.118,0.017,0.086,0.051,-2.7,-0.0,0.1,0.0
86.026,0.0,0.0,-0.02,2.0,-0.118,0.0,-0.0,0.182,-0.118,0.017,0.081,0.049,-2.696,-0.0,0.1,0.0
86.048,0.0,0.0,-0.011,2.0,-0.12,-0.0,-0.004,-0.09,-0.119,0.016,0.077,0.048,-2.726,-0.0,0.1,0.0
86.164,0.0,0.0,-0.003,2.0,-0.12,-0.0,-0.004,0.0,-0.119,0.016,0.074,0.048,-2.736,-0.0,0.1,0.0
86.203,0.0,0.0,-0.001,2.0,-0.12,0.005,0.05,1.082,-0.12,0.015,0.075,0.044,-2.716,-0.0,0.1,0.0
86.322,0.0,0.0,0.002,2.0,-0.119,0.0,-0.0,-0.993,-0.118,0.016,0.075,0.047,-2.713,-0.0,0.1,0.0
86.362,0.0,0.0,-0.001,2.0,-0.118,0.003,0.027,0.543,-0.118,0.016,0.076,0.046,-2.716,-0.0,0.1,0.0
86.432,0.0,0.0,-0.003,2.0,-0.118,0.003,0.027,0.0,-0.118,0.016,0.077,0.046,-2.718,-0.0,0.1,0.0
86.486,0.0,0.0,-0.004,2.0,-0.119,-0.0,-0.004,-0.633,-0.119,0.017,0.079,0.049,-2.704,-0.0,0.1,0.0
86.61,0.0,0.0,-0.007,2.0,-0.12,0.0,0.004,0.18,-0.119,0.018,0.082,0.053,-2.715,-0.0,0.1,0.0
86.643,0.0,0.0,-0.014,2.0,-0.12,0.0,0.004,0.0,-0.119,0.019,0.086,0.058,-2.706,-0.0,0.1,0.0
86.734,0.0,0.0,-0.023,2.0,-0.118,-0.0,-0.004,-0.18,-0.116,0.021,0.093,0.067,-2.716,-0.0,0.1,0.0
86.76,0.0,0.0,-0.042,1.973,-0.117,-0.003,-0.032,-0.543,-0.116,0.025,0.105,0.081,-2.699,-0.0,0.1,0.0
86.783,0.0,0.0,-0.068,1.858,-0.117,-0.003,-0.032,0.0,-0.116,0.029,0.121,0.097,-2.693,-0.0,0.1,0.0
86.887,0.0,0.0,-0.1,1.713,-0.118,0.004,0.04,1.432,-0.117,0.031,0.134,0.102,-2.686,-0.0,0.1,0.0
87.001,0.0,0.0,-0.12,1.621,-0.119,-0.001,-0.009,-0.978,-0.117,0.038,0.163,0.126,-2.693,-0.0,0.1,0.0
87.107,0.0,0.0,-0.174,1.381,-0.124,0.0,-0.0,0.179,-0.124,0.047,0.204,0.154,-2.705,-0.0,0.1,0.0
87.221,0.0,0.0,-0.241,1.079,-0.118,-0.001,-0.009,-0.18,-0.113,0.071,0.295,0.233,-2.698,-0.0,0.1,0.0
87.263,0.0,0.0,-0.43,0.363,-0.118,-0.001,-0.009,0.0,-0.115,0.12,0.501,0.394,-2.684,-0.0,0.1,0.0
87.29,0.0,0.0,-0.813,0.363,-0.119,0.001,0.008,0.34,-0.104,0.401,1.678,1.318,-2.672,-0.0,0.1,0.0
